date,actual_price,xrp_hybrid_pred
2025-11-16,2.2149,2.2233025077839432
2025-11-17,2.1637,2.1993744666425163
2025-11-18,2.2172,2.14611609862898
2025-11-19,2.1098,2.201934591924772
2025-11-20,1.9999,2.0919904917638577
2025-11-21,1.9509,1.9781022577034832
2025-11-22,1.9509,1.9260891864279075
2025-11-23,2.0491,1.9269098787742247
2025-11-24,2.2276,2.0294428144819974
2025-11-25,2.2024,2.2184347804760662
2025-11-26,2.2233,2.19537837916219
2025-11-27,2.1999,2.218896179920197
2025-11-28,2.1795,2.196731637498743
2025-11-29,2.2009,2.1759228186650486
2025-11-30,2.155,2.1987019343806904
2025-12-01,2.0297,2.1508776421674516
2025-12-02,2.1532,2.0190665646298873
2025-12-03,2.1976,2.1469077695707544
2025-12-04,2.096,2.1939415609491006
2025-12-05,2.0344,2.087717511842958
2025-12-06,2.0309,2.0233498005030577
2025-12-07,2.0442,2.0194027407731063
